DATA CARTA;REGIÃO;MASSA DE AR;DESCRIÇÃO;;;;;;;;;;;;;;;;;
2024-01-03 00:00:00;Norte;mEc;Dominio sobre a regiao Amazonica com caracteristicas de alta instabilidade, elevadas temperaturas e umidade, condizentes com a origem continental equatorial.;Verão;;;;;;;;;;;;;;;;
2024-01-03 00:00:00;Nordeste;mTa;A região encontra-se sob influência direta do escoamento marítimo de leste/sudeste associado ao transporte de umidade da circulação tropical do Atlântico.;Verão;;;;;;;;;;;;;;;;
2024-01-03 00:00:00;Litoral;mTa;Regiao sob influencia do escoamento marítimo de leste/sudeste, com transporte de umidade e características de estabilidade térmica típicas da massa tropical atlântica.;Verão;;;;;;;;;;;;;;;;
2024-01-03 00:00:00;Centro;mEc;Regiao interior do continente sob influencia da inercia termica e umidade amazonica, apresentando caracteristicas tipicas de persistencia da massa equatorial continental.;Verão;;;;;;;;;;;;;;;;
2024-01-03 00:00:00;Sul;mTa;A região delimitada encontra-se sob influência de um gradiente de pressão típico de circulação marítima, com características térmicas e de umidade condizentes com a mTa.;Verão;;;;;;;;;;;;;;;;
2024-01-04 00:00:00;Norte;mEc;A área demarcada encontra-se sobre a região Amazônica, caracterizada por altas temperaturas e elevada umidade, sob domínio da Massa Equatorial Continental.;Verão;;;;;;;;;;;;;;;;
2024-01-04 00:00:00;Nordeste;mEa;A região delimitada sob influência da circulação marítima, apresentando características de elevada umidade e calor, típicas da Massa Equatorial Atlântica em atuação no litoral nord;Verão;;;;;;;;;;;;;;;;
2024-01-04 00:00:00;Litoral;mTa;A regiao delimitada esta sob influencia direta do escoamento maritimo da alta pressao do Atlantico Sul, caracterizando a presenca predominante da massa Tropical Atlantica.;Verão;;;;;;;;;;;;;;;;
2024-01-04 00:00:00;Centro;mTa;A área apresenta fluxo predominante marítimo de leste/nordeste que transporta umidade do Atlântico, configurando a presença da massa Tropical Atlântica sobre a região.;Verão;;;;;;;;;;;;;;;;
2024-01-04 00:00:00;Sul;mTa;Região sob influência da circulação anticiclônica do Atlântico, apresentando características tropicais úmidas e temperaturas elevadas típicas do domínio da mTa.;Verão;;;;;;;;;;;;;;;;
2024-01-05 00:00:00;Norte;mEc;Regiao central e norte da Amazonia sob influencia da massa de ar quente e umida de origem continental, caracterizando a mEc sem interferencia de sistemas frontais extratropicais.;Verão;;;;;;;;;;;;;;;;
2024-01-05 00:00:00;Nordeste;mTa;Predomínio de fluxo marítimo e umidade oceânica sob influência direta da circulação do Atlântico sobre a região Nordeste, caracterizando a atuação da massa Tropical Atlântica.;Verão;;;;;;;;;;;;;;;;
2024-01-05 00:00:00;Litoral;mTa;A região delimitada está sob forte influência do escoamento marítimo de leste/nordeste associado à circulação anticiclônica oceânica, caracterizando o predomínio da massa Tropical ;Verão;;;;;;;;;;;;;;;;
2024-01-05 00:00:00;Centro;mTa;A região delimitada está sob forte influência do fluxo marítimo do Atlântico Sul, caracterizando o predomínio de características da Massa Tropical Atlântica.;Verão;;;;;;;;;;;;;;;;
2024-01-05 00:00:00;Sul;mTa;A região sob o retângulo vermelho encontra-se sob influência da circulação anticiclônica marítima, caracterizando o domínio da massa tropical atlântica quente e úmida.;Verão;;;;;;;;;;;;;;;;
2024-01-06 00:00:00;Norte;mEc;Regiao central e norte contida no retangulo sob dominio de caracteristicas termodinamicamente quentes e umidas, tipicas da massa equatorial continental (Amazonia).;Verão;;;;;;;;;;;;;;;;
2024-01-06 00:00:00;Nordeste;mTa;Regiao sob influencia do fluxo marítimo do Atlantico Sul. A massa Tropical Atlantica predomina no setor, transportando umidade e mantendo estabilidade térmica sobre o Nordeste.;Verão;;;;;;;;;;;;;;;;
2024-01-06 00:00:00;Litoral;mTa;A área delimitada encontra-se sob influência predominante do escoamento de leste do Atlântico Sul, caracterizando a atuação da massa de ar Tropical Atlântica (mTa).;Verão;;;;;;;;;;;;;;;;
2024-01-06 00:00:00;Centro;mTa;A região encontra-se sob influência da circulação anticiclônica marítima, com transporte de umidade e calor sobre o continente, caracterizando o domínio da massa Tropical Atlântica;Verão;;;;;;;;;;;;;;;;
2024-01-06 00:00:00;Sul;mTa;A região delimitada encontra-se sob influência do escoamento marítimo oriundo do oceano, caracterizando o predomínio da massa de ar Tropical Atlântica (mTa).;Verão;;;;;;;;;;;;;;;;
2024-01-07 00:00:00;Norte;mEc;A região demarcada encontra-se sobre a bacia amazônica, caracterizada pela predominância de ar quente e úmido de origem continental, sem influência de sistemas frontais.;Verão;;;;;;;;;;;;;;;;
2024-01-07 00:00:00;Nordeste;mTa;Região sob influência direta do fluxo de leste da alta subtropical, caracterizada por transporte de umidade e calor característico da Massa Tropical Atlântica.;Verão;;;;;;;;;;;;;;;;
2024-01-07 00:00:00;Litoral;mTa;A região delimitada encontra-se sob domínio da circulação marítima quente e úmida característica da massa Tropical Atlântica, típica do litoral do Nordeste brasileiro.;Verão;;;;;;;;;;;;;;;;
2024-01-07 00:00:00;Centro;mTa;Regiao sob predominio de fluxo de circulação maritima, caracterizando a influencia direta da Massa Tropical Atlantica sobre o setor central do continente.;Verão;;;;;;;;;;;;;;;;
2024-01-07 00:00:00;Sul;mTa;A região demarcada apresenta domínio de um campo de alta pressão do Atlântico, caracterizando a influência da Massa Tropical Atlântica (mTa), quente e úmida, sobre o setor.;Verão;;;;;;;;;;;;;;;;
2024-01-08 00:00:00;Norte;mEc;Região localizada sobre a bacia amazônica, caracterizada por altas temperaturas e elevada umidade, sob domínio da massa de ar Equatorial Continental.;Verão;;;;;;;;;;;;;;;;
2024-01-08 00:00:00;Nordeste;mTa;Região sob influência direta da circulação marítima do Atlântico Sul, caracterizada por temperaturas e umidade típicas da massa Tropical Atlântica que domina o setor leste/nordeste;Verão;;;;;;;;;;;;;;;;
2024-01-08 00:00:00;Litoral;mTa;A regiao delimitada esta sob influencia da circulacao periferica da alta pressao do Atlantico, caracterizando predominio da massa Tropical Atlantica, quente e umida.;Verão;;;;;;;;;;;;;;;;
2024-01-08 00:00:00;Centro;mTa;A região encontra-se sob influência da circulação da ASAS, caracterizando a predominância de ar quente e úmido de origem marítima, típica da massa tropical atlântica.;Verão;;;;;;;;;;;;;;;;
2024-01-08 00:00:00;Sul;mTa;A região destacada está sob a influência do fluxo marítimo da alta pressão do Atlântico, caracterizando a predominância da Massa Tropical Atlântica com ventos quentes e úmidos.;Verão;;;;;;;;;;;;;;;;
2024-01-09 00:00:00;Norte;mEc;A regiao delimitada sobre a Amazonia apresenta caracteristicas termodinamicas de elevada umidade e calor, sem influencia de sistemas frontais, sendo dominada pela mEc.;Verão;;;;;;;;;;;;;;;;
2024-01-09 00:00:00;Nordeste;mTa;A região delimitada encontra-se sob influência predominante do fluxo de leste marítimo, caracterizando a atuação da massa Tropical Atlântica com transporte de umidade e ar quente.;Verão;;;;;;;;;;;;;;;;
2024-01-09 00:00:00;Litoral;mTa;Regiao sob influencia do escoamento marítimo persistente associado ao gradiente de alta pressao do Atlantico Sul, caracterizando a atuacao da Massa Tropical Atlantica (mTa).;Verão;;;;;;;;;;;;;;;;
2024-01-09 00:00:00;Centro;mTa;Região sob influência da circulação da alta pressão do Atlântico, caracterizando-se por fluxo quente e úmido predominante de origem tropical marítima sobre o setor central do Brasi;Verão;;;;;;;;;;;;;;;;
2024-01-09 00:00:00;Sul;mTa;A região delimitada está sob o domínio do escoamento marítimo de leste/nordeste associado à ASAS, configurando a presença da massa de ar quente e úmida (mTa) sobre o setor.;Verão;;;;;;;;;;;;;;;;
2024-01-10 00:00:00;Norte;mEc;Regiao sobre a bacia Amazonica apresentando caracteristicas tipicas de origem continental, com alta umidade e temperaturas elevadas, configurando o dominio da mEc.;Verão;;;;;;;;;;;;;;;;
2024-01-10 00:00:00;Nordeste;mTa;A região sob análise é dominada por um padrão de alta pressão oceânica, caracterizando a influência da Massa Tropical Atlântica, responsável pelas condições térmicas e de umidade l;Verão;;;;;;;;;;;;;;;;
2024-01-10 00:00:00;Litoral;mTa;O setor delimitado encontra-se sob domínio do escoamento marítimo de leste/sudeste, transportando ar quente e úmido característico da Massa Tropical Atlântica pelo costa.;Verão;;;;;;;;;;;;;;;;
2024-01-10 00:00:00;Centro;mEc;A região apresenta características de umidade elevada e temperaturas típicas de domínios continentais tropicais, com influência direta da massa de ar Equatorial continental.;Verão;;;;;;;;;;;;;;;;
2024-01-10 00:00:00;Sul;mTa;A região delimitada está sob influência do fluxo equatorial/tropical marítimo estabilizado, característico da massa Tropical Atlântica, mantendo condições térmicas elevadas.;Verão;;;;;;;;;;;;;;;;
2024-01-11 00:00:00;Norte;mEc;A região delimitada abrange a bacia amazônica, onde predomina a Massa Equatorial Continental, caracterizada por ar quente e úmido com origem na floresta tropical.;Verão;;;;;;;;;;;;;;;;
2024-01-11 00:00:00;Nordeste;mTa;A região do Nordeste delimitada encontra-se sob influência predominante do fluxo de leste a sudeste, transportando umidade e ar quente característicos da Massa Tropical Atlântica.;Verão;;;;;;;;;;;;;;;;
2024-01-11 00:00:00;Litoral;mTa;Regiao sob predominio de escoamento vindo do oceano, caracterizando a influencia da Massa Tropical Atlantica, com fluxo de leste-nordeste no litoral do Sudeste/Nordeste.;Verão;;;;;;;;;;;;;;;;
2024-01-11 00:00:00;Centro;mTc;Região do interior do continente apresentando características de ar quente e seco, típica da atuação da Massa Tropical Continental sobre o Centro-Oeste brasileiro.;Verão;;;;;;;;;;;;;;;;
2024-01-11 00:00:00;Sul;mTa;A região delimitada encontra-se sob influência do fluxo de ar quente e úmido transportado do Atlântico, configurando a predominância da Massa Tropical Atlântica.;Verão;;;;;;;;;;;;;;;;
2024-01-12 00:00:00;Norte;mEc;A região delimitada abrange a bacia amazônica, onde predomina uma massa de ar quente e úmida de origem continental, característica da mEc, sem influência de sistemas frontais.;Verão;;;;;;;;;;;;;;;;
2024-01-12 00:00:00;Nordeste;mTa;Região sob influência direta do fluxo de leste da alta pressão subtropical do Atlântico Sul, caracterizando a predominância da Massa Tropical Atlântica (mTa) no setor.;Verão;;;;;;;;;;;;;;;;
2024-01-12 00:00:00;Litoral;mTa;Região sob influência direta da circulação marítima quente e úmida proveniente do Atlântico, configurando o domínio da Massa Tropical Atlântica no litoral leste.;Verão;;;;;;;;;;;;;;;;
2024-01-12 00:00:00;Centro;mTa;Região sob influência direta da circulação marítima da Alta do Atlântico Sul, caracterizando a presença da massa de ar Tropical Atlântica com transporte de umidade para o interior.;Verão;;;;;;;;;;;;;;;;
2024-01-12 00:00:00;Sul;mTa;A região delimitada encontra-se sob domínio do escoamento marítimo associado à alta pressão subtropical, caracterizando o transporte de ar quente e úmido de origem oceânica.;Verão;;;;;;;;;;;;;;;;
2024-01-13 00:00:00;Norte;mEc;Regiao centralizada sobre a Amazonia apresentando caracteristicas tipicas de temperaturas elevadas e alta umidade, predominando a circulacao da Massa Equatorial Continental.;Verão;;;;;;;;;;;;;;;;
2024-01-13 00:00:00;Nordeste;mEa;Região situada no litoral do Nordeste brasileiro sob influência direta do fluxo marítimo tropical, caracterizado pela umidade e temperaturas elevadas da Massa Equatorial Atlântica.;Verão;;;;;;;;;;;;;;;;
2024-01-13 00:00:00;Litoral;mTa;Predominância da Massa Tropical Atlântica, caracterizada pelo fluxo de ar marítimo quente e úmido no litoral, sob influência do campo de alta pressão do Atlântico Sul.;Verão;;;;;;;;;;;;;;;;
2024-01-13 00:00:00;Centro;mTa;Regiao sob influencia do escoamento do Atlantico Sul. As observacoes de superficie indicam estabilidade e umidade tipicas do dominio da massa tropical atlantica na area.;Verão;;;;;;;;;;;;;;;;
2024-01-13 00:00:00;Sul;mPa;A região apresenta características de massa de ar frio e instável, sendo a mPa o sistema predominante após o avanço do sistema frontal identificado no setor sul da carta.;Verão;;;;;;;;;;;;;;;;
2024-01-14 00:00:00;Norte;mEc;Região localizada sobre a bacia amazônica e parte do Brasil Central, caracterizada por altas temperaturas e elevada umidade, típicas da massa Equatorial Continental neste período.;Verão;;;;;;;;;;;;;;;;
2024-01-14 00:00:00;Nordeste;mTa;A região encontra-se sob influência predominante do fluxo de leste-sudeste proveniente do oceano, característico da massa tropical atlântica que atua sobre o setor.;Verão;;;;;;;;;;;;;;;;
2024-01-14 00:00:00;Litoral;mTa;A área delimitada encontra-se sob o fluxo do quadrante leste/sudeste, característico da circulação periférica da massa de ar Tropical Atlântica, mantendo o tempo quente e úmido.;Verão;;;;;;;;;;;;;;;;
2024-01-14 00:00:00;Centro;mTa;A região encontra-se sob influência de um fluxo quente e úmido de leste/nordeste, característico da massa tropical atlântica, garantindo condições de alta umidade no setor.;Verão;;;;;;;;;;;;;;;;
2024-01-14 00:00:00;Sul;mPa;Na regiao delimitada, observa-se o avancao de uma massa de ar pós-frontal, com caimento de valores de temperatura e ponto de orvalho, caracterizando o dominio da mPa.;Verão;;;;;;;;;;;;;;;;
2024-01-15 00:00:00;Norte;mEc;Região sob influência da Massa Equatorial Continental, caracterizada por ar quente e úmido, predominante sobre a bacia amazônica na ausência de incursões de sistemas polares.;Verão;;;;;;;;;;;;;;;;
2024-01-15 00:00:00;Nordeste;mTa;Predominância da massa Tropical Atlântica, caracterizada pelo fluxo marítimo de leste sobre a região Nordeste, mantendo condições quentes e úmidas sob forte influência oceânica.;Verão;;;;;;;;;;;;;;;;
2024-01-15 00:00:00;Litoral;mTa;Região sob influência direta do escoamento marítimo de leste, caracterizando a atuação da massa Tropical Atlântica com transporte de umidade e temperaturas elevadas.;Verão;;;;;;;;;;;;;;;;
2024-01-15 00:00:00;Centro;mTc;A região do Centro-Oeste brasileiro apresenta características térmicas elevadas e umidade moderada, sob influência da circulação da massa tropical continental sobre o interior.;Verão;;;;;;;;;;;;;;;;
2024-01-15 00:00:00;Sul;mPa;A regiao delimitada esta sob a influencia direta do avanco de uma massa de ar frio e umidade que sucede a passagem de sistema frontal, evidenciada pelos gradientes de pressao pos-f;Verão;;;;;;;;;;;;;;;;
2024-01-16 00:00:00;Norte;mEc;Região central da bacia amazônica sob influência direta da massa de ar quente e úmida de origem continental, caracterizada por estabilidade térmica e alta umidade atmosférica.;Verão;;;;;;;;;;;;;;;;
2024-01-16 00:00:00;Nordeste;mTa;Região sob influência direta do fluxo de leste/sudeste associado ao transporte de umidade do oceano, caracterizando o domínio da massa tropical atlântica no setor.;Verão;;;;;;;;;;;;;;;;
2024-01-16 00:00:00;Litoral;mTa;A regiao delimitada esta sob influencia da circulacao de um sistema de alta pressao no Atlantico Sul, caracterizando a predominancia da massa Tropical Atlantica com escoamento mari;Verão;;;;;;;;;;;;;;;;
2024-01-16 00:00:00;Centro;mTa;Regiao sob fluxo predominante de leste/nordeste vindo do Atlantico, caracterizando a atuacao da massa de ar tropical, quente e umida, sobre o Brasil Central.;Verão;;;;;;;;;;;;;;;;
2024-01-16 00:00:00;Sul;mTa;A região encontra-se sob influência da circulação marítima do Atlântico Sul, caracterizando a predominância da massa Tropical Atlântica com características quentes e úmidas.;Verão;;;;;;;;;;;;;;;;
2024-01-17 00:00:00;Norte;mEc;Regiao central da Amazonia sob influencia de ar quente e umido, caracteristico da massa equatorial continental, sem interferencia de sistemas frontais no setor.;Verão;;;;;;;;;;;;;;;;
2024-01-17 00:00:00;Nordeste;mTa;Regiao sob predominio de fluxo de circulacao maritima do Atlantico Sul, caracterizando a atuacao da massa Tropical Atlantica sobre o nordeste brasileiro.;Verão;;;;;;;;;;;;;;;;
2024-01-17 00:00:00;Litoral;mTa;Regiao sob influencia do escoamento do Atlantico Sul, caracterizado por ar quente e umido associado a circulacao anticiclonica subtropical predominante no litoral do Nordeste.;Verão;;;;;;;;;;;;;;;;
2024-01-17 00:00:00;Centro;mTa;Região sob influência direta do fluxo de leste/nordeste proveniente do Atlântico Sul, caracterizando a predominância de ar quente e úmido típico da Massa Tropical Atlântica.;Verão;;;;;;;;;;;;;;;;
2024-01-17 00:00:00;Sul;mPa;A região delimitada encontra-se na retaguarda de um sistema frontal, caracterizada pela entrada de ar mais frio e denso, típico do avanço da massa de ar polar atlântica.;Verão;;;;;;;;;;;;;;;;
2024-01-18 00:00:00;Norte;mEc;A região delimitada abrange a bacia amazônica, onde predomina a Massa Equatorial Continental, caracterizada pelo ar quente e úmido, típica das condições equatoriais sem influência ;Verão;;;;;;;;;;;;;;;;
2024-01-18 00:00:00;Nordeste;mTa;Na regiao delimitada, predomina o escoamento de leste vindo do Atlantico, caracterizando a atuacao da massa de ar Tropical Atlantica, com elevada umidade e temperaturas elevadas.;Verão;;;;;;;;;;;;;;;;
2024-01-18 00:00:00;Litoral;mTa;A região delimitada encontra-se sob influência da circulação do escoamento marítimo quente e úmido vindo do Atlântico, característica da massa tropical atlântica.;Verão;;;;;;;;;;;;;;;;
2024-01-18 00:00:00;Centro;mTa;A região central encontra-se sob domínio do fluxo de umidade do quadrante leste/nordeste, característico da atuação da Massa Tropical Atlântica que predomina no setor.;Verão;;;;;;;;;;;;;;;;
2024-01-18 00:00:00;Sul;mTa;A região delimitada encontra-se sob a influência do fluxo de circulação marítima da alta pressão, caracterizando o domínio da massa Tropical Atlântica com ar quente e úmido.;Verão;;;;;;;;;;;;;;;;
2024-01-19 00:00:00;Norte;mEc;Regionalmente delimitada sobre a bacia amazônica, a área é influenciada predominantemente pela mEc, caracterizada por elevados índices de umidade e temperaturas tropicais típicas.;Verão;;;;;;;;;;;;;;;;
2024-01-19 00:00:00;Nordeste;mTa;Regiao sob clara influencia do escoamento de leste/sudeste associado ao transporte de umidade constante do oceano, caracterizando o dominio da Massa Tropical Atlantica.;Verão;;;;;;;;;;;;;;;;
2024-01-19 00:00:00;Litoral;mEa;Regiao sob influencia da Massa Equatorial Atlantica, caracterizada por transporte de umidade e calor oceânico sobre o setor leste da região Nordeste brasileira.;Verão;;;;;;;;;;;;;;;;
2024-01-19 00:00:00;Centro;mEc;A região central encontra-se sob domínio de uma massa de ar quente e úmida de origem continental, característica da permanência e expansão da mEc sobre o interior do Brasil.;Verão;;;;;;;;;;;;;;;;
2024-01-19 00:00:00;Sul;mTa;A região apresenta características de temperaturas elevadas e umidade associada ao fluxo marítimo predominante do quadrante norte/nordeste, sob influência da circulação da ASAS.;Verão;;;;;;;;;;;;;;;;
2024-01-20 00:00:00;Norte;mEc;Região localizada sobre a bacia amazônica, caracterizada por altas temperaturas e elevada umidade, evidenciando o domínio da massa equatorial continental.;Verão;;;;;;;;;;;;;;;;
2024-01-20 00:00:00;Nordeste;mTa;A região encontra-se sob influência da circulação da ASAS, apresentando características de massa tropical marítima, quente e úmida, predominante no setor leste-nordeste.;Verão;;;;;;;;;;;;;;;;
2024-01-20 00:00:00;Litoral;mEa;A região delimitada no litoral nordeste encontra-se sob influência da Massa Equatorial Atlântica, caracterizada pelo fluxo de ar quente e úmido predominante nesta parte da costa.;Verão;;;;;;;;;;;;;;;;
2024-01-20 00:00:00;Centro;mTa;A região encontra-se sob influência do fluxo de umidade do oceano e termodinâmica típica de baixas latitudes, caracterizando a predominância da massa Tropical Atlântica.;Verão;;;;;;;;;;;;;;;;
2024-01-20 00:00:00;Sul;mTa;A região encontra-se sob influência da circulação da ASAS, apresentando características de temperatura e umidade típicas do fluxo marítimo tropical sobre o setor continental.;Verão;;;;;;;;;;;;;;;;
2024-01-21 00:00:00;Norte;mEc;A regiao delimitada posiciona-se sobre a bacia Amazonica, onde as condicoes termicas e de umidade sao regidas pela massa de ar quente e umida caracteristica da regiao equatorial co;Verão;;;;;;;;;;;;;;;;
2024-01-21 00:00:00;Nordeste;mTa;Predominio da massa Tropical Atlantica na regiao setentrional/nordeste, caracterizada por transporte de umidade do oceano para o continente sob regime de brisas e estabilidade regi;Verão;;;;;;;;;;;;;;;;
2024-01-21 00:00:00;Litoral;mTa;Região sob influência direta do fluxo marítimo do Atlântico Sul, caracterizada por alta pressão e transporte de umidade em direção à costa, configurando o domínio da mTa.;Verão;;;;;;;;;;;;;;;;
2024-01-21 00:00:00;Centro;mEc;A região central encontra-se sob domínio da Massa Equatorial Continental, caracterizada por altos índices de umidade e calor, típicos da circulação amazônica que se expande sazonal;Verão;;;;;;;;;;;;;;;;
2024-01-21 00:00:00;Sul;mTa;Regiao sob influencia da circulacao de alta pressao do Atlantico Sul, apresentando caracteristicas quentes e umidas tipicas da massa tropical maritima dominante no setor.;Verão;;;;;;;;;;;;;;;;
2024-01-22 00:00:00;Norte;mEc;A regiao delimitada esta sob influencia direta do nucleo continental, caracterizada por alta umidade e temperaturas elevadas tipicas da massa de ar Equatorial Continental.;Verão;;;;;;;;;;;;;;;;
2024-01-22 00:00:00;Nordeste;mTa;Região sob influência direta do fluxo zonal marítimo de leste do Atlântico Tropical, característico da atuação da massa de ar Tropical Atlântica em todo o setor leste nordestino.;Verão;;;;;;;;;;;;;;;;
2024-01-22 00:00:00;Litoral;mTa;Região sob influência direta da circulação periférica da Alta Subtropical do Atlântico Sul, caracterizando o domínio de uma massa de ar quente e úmida sobre o litoral.;Verão;;;;;;;;;;;;;;;;
2024-01-22 00:00:00;Centro;mTa;Regiao sob predominio de fluxo de norte/nordeste de origem maritima, caracterizando o transporte de umidade e calor da mTa sobre o interior do Brasil central.;Verão;;;;;;;;;;;;;;;;
2024-01-22 00:00:00;Sul;mPa;A região delimitada encontra-se no quadrante posterior ao sistema frontal, apresentando queda nas temperaturas e advecção fria, caracterizando a atuação da massa polar atlântica.;Verão;;;;;;;;;;;;;;;;
2024-01-23 00:00:00;Norte;mEc;Região central e norte da América do Sul sob domínio de altas temperaturas e umidade elevada, características da massa equatorial continental (mEc) que atua sobre a Amazônia.;Verão;;;;;;;;;;;;;;;;
2024-01-23 00:00:00;Nordeste;mTa;A região apresenta predominância de fluxo marítimo com características quentes e úmidas, sob influência direta do escoamento da alta pressão subtropical do Atlântico Sul.;Verão;;;;;;;;;;;;;;;;
2024-01-23 00:00:00;Litoral;mTa;A área delimitada encontra-se sob influência do escoamento marítimo persistente associado à circulação de alta pressão no oceano, caracterizando o domínio da massa Tropical Atlânti;Verão;;;;;;;;;;;;;;;;
2024-01-23 00:00:00;Centro;mTa;A região encontra-se sob influência do fluxo da circulação marítima da ASAS, caracterizando o domínio da massa tropical atlântica, com umidade e temperaturas elevadas.;Verão;;;;;;;;;;;;;;;;
2024-01-23 00:00:00;Sul;mPa;A região delimitada localiza-se na retaguarda de um sistema frontal, caracterizada por temperaturas mais amenas e regime de circulação pós-frontal típico de influência da mPa.;Verão;;;;;;;;;;;;;;;;
2024-01-24 00:00:00;Norte;mEc;Região sob influência direta da massa equatorial continental, caracterizada por baixas latitudes, elevada umidade e instabilidade térmica típica da bacia amazônica.;Verão;;;;;;;;;;;;;;;;
2024-01-24 00:00:00;Nordeste;mTa;A região delimitada está sob a influência do fluxo de leste/sudeste proveniente do Atlântico Sul, caracterizando o predomínio da Massa Tropical Atlântica com características quente;Verão;;;;;;;;;;;;;;;;
2024-01-24 00:00:00;Litoral;mTa;Predominância da Massa Tropical Atlântica, caracterizada pelo fluxo quente e úmido de leste/sudeste, mantendo condições típicas de estabilidade e umidade no litoral do Nordeste.;Verão;;;;;;;;;;;;;;;;
2024-01-24 00:00:00;Centro;mTa;A regiao delimitada esta sob influencia direta do fluxo marítimo proveniente da ASAS, apresentando caracteristicas tipicas de uma massa de ar quente e umida predominante.;Verão;;;;;;;;;;;;;;;;
2024-01-24 00:00:00;Sul;mTa;A região encontra-se sob influência do escoamento marítimo de leste/sudeste associado ao transporte de umidade do oceano, caracterizando o domínio da massa tropical atlântica.;Verão;;;;;;;;;;;;;;;;
2024-01-25 00:00:00;Norte;mEc;Região centrada sobre a bacia amazônica, caracterizada por altas temperaturas e elevados teores de umidade, predominando a massa de ar Equatorial Continental.;Verão;;;;;;;;;;;;;;;;
2024-01-25 00:00:00;Nordeste;mTa;Predominancia da mTa sobre o Nordeste, caracterizada pelo fluxo maritimo quente e umido vindo do Oceano Atlantico sob influencia da circulacao zonal predominante na regiao.;Verão;;;;;;;;;;;;;;;;
2024-01-25 00:00:00;Litoral;mTa;A regiao delimitada encontra-se sob a influencia direta do escoamento maritimo da alta pressao do Atlantico, caracterizando a predominancia da Massa Tropical Atlantica (mTa) no lit;Verão;;;;;;;;;;;;;;;;
2024-01-25 00:00:00;Centro;mTa;A região encontra-se sob influência da circulação marítima clássica associada ao escoamento de leste/nordeste que transporta ar quente e úmido do oceano para o continente.;Verão;;;;;;;;;;;;;;;;
2024-01-25 00:00:00;Sul;mPa;A região apresenta características de subsidência e temperaturas mais amenas típicas do pós-frontal, indicando a influência da massa de ar polar que avança pelo setor.;Verão;;;;;;;;;;;;;;;;
2024-01-26 00:00:00;Norte;mEc;A região delimitada abrange a bacia amazônica e adjacências, sob domínio de ar quente e úmido tipicamente equatorial, sem influência de sistemas frontais ou massas de outras origen;Verão;;;;;;;;;;;;;;;;
2024-01-26 00:00:00;Nordeste;mTa;Predominância da massa Tropical Atlântica, caracterizada pelo fluxo de ar quente e úmido vindo do oceano, influenciando o setor leste da região Nordeste brasileira.;Verão;;;;;;;;;;;;;;;;
2024-01-26 00:00:00;Litoral;mEa;A região delimitada no litoral norte/nordeste encontra-se sob influência da massa Equatorial Atlântica, caracterizada pelo transporte de umidade e calor sobre a costa setentrional.;Verão;;;;;;;;;;;;;;;;
2024-01-26 00:00:00;Centro;mPa;A região selecionada encontra-se sob efeito do avanço de uma massa polar após a passagem de uma frente fria, caracterizada pela subsidência e gradientes de pressão pós-frontal.;Verão;;;;;;;;;;;;;;;;
