DATA CARTA;REGIÃO;MASSA DE AR;DESCRIÇÃO;;;;;;;;;;;;;;;;;
2022-01-03 00:00:00;Centro;mTa;A região encontra-se sob influência da circulação anticiclônica do Atlântico Sul, caracterizando o predomínio de ar quente e úmido de origem marítima (mTa).;Verão;;;;;;;;;;;;;;;;
2022-01-03 00:00:00;Sul;mTa;A região delimitada está sob forte influência do escoamento marítimo oriundo da alta pressão do Atlântico Sul, caracterizando a predominância de ar quente e úmido (mTa).;Verão;;;;;;;;;;;;;;;;
2022-01-04 00:00:00;Norte;mEc;A região delimitada abrange a bacia amazônica e áreas continentais adjacentes, onde a massa equatoral continental (mEc) prevalece como a massa de ar quente e úmida característica.;Verão;;;;;;;;;;;;;;;;
2022-01-04 00:00:00;Nordeste;mTa;A região do Nordeste delimitada encontra-se sob influência direta do escoamento marítimo de leste/sudeste associado à massa de ar quente e úmida que domina a costa.;Verão;;;;;;;;;;;;;;;;
2022-01-04 00:00:00;Litoral;mTa;Região sob influência direta da circulação marítima oceânica, caracterizada por temperaturas elevadas e alta umidade, configurando o domínio da Massa Tropical Atlântica no litoral.;Verão;;;;;;;;;;;;;;;;
2022-01-04 00:00:00;Centro;mTa;Região sob influência da circulação da ASAS, favorecendo o transporte de umidade do oceano para o leste e sudeste do continente, caracterizando o predomínio da massa Tropical Atlân;Verão;;;;;;;;;;;;;;;;
2022-01-04 00:00:00;Sul;mPa;A região delimitada encontra-se sob influência de um avanço de massa de ar pós-frontal, com gradiente de pressão e declínio de temperatura características da massa polar atlântica ;Verão;;;;;;;;;;;;;;;;
2022-01-05 00:00:00;Norte;mEc;A região delimitada abrange a bacia amazônica, onde predomina uma massa de ar quente e úmida de origem continental, característica da mEc, sem influência direta de sistemas frontai;Verão;;;;;;;;;;;;;;;;
2022-01-05 00:00:00;Nordeste;mTa;Regiao sob predominio de fluxo marítimo de leste, característico da atuação da massa Tropical Atlântica transportando umidade e mantendo temperaturas elevadas sobre o Nordeste.;Verão;;;;;;;;;;;;;;;;
2022-01-05 00:00:00;Litoral;mTa;A região encontra-se sob influência da circulação anticiclônica oceânica, caracterizada por transporte de ar quente e úmido vindo do Atlântico, configurando o domínio da mTa.;Verão;;;;;;;;;;;;;;;;
2022-01-05 00:00:00;Centro;mTa;A região delimitada está sob influência do escoamento marítimo associado à circulação da ASAS, caracterizando o transporte de umidade e calor mTa sobre o Sudeste/Centro-Oeste.;Verão;;;;;;;;;;;;;;;;
2022-01-05 00:00:00;Sul;mPa;A região delimitada situa-se na retaguarda da frente fria, caracterizada pelo fluxo de sul/sudeste com perda de calor e umidade, configurando o avanço e domínio da mPa.;Verão;;;;;;;;;;;;;;;;
2022-01-06 00:00:00;Norte;mEc;Região central da Bacia Amazônica sob influência da massa Equatorial Continental, caracterizada por altas temperaturas e elevada umidade, sem interferência de sistemas frontais.;Verão;;;;;;;;;;;;;;;;
2022-01-06 00:00:00;Nordeste;mTa;A região delimitada está sob o domínio do escoamento marítimo tropical, caracterizado pela umidade trazida pelo anticiclone subtropical, predominando a massa Tropical Atlântica.;Verão;;;;;;;;;;;;;;;;
2022-01-06 00:00:00;Litoral;mTa;Região sob influência direta do fluxo de leste/sudeste associado ao gradiente de pressão do oceano, caracterizando um ambiente quente e úmido típico da massa Tropical Atlântica.;Verão;;;;;;;;;;;;;;;;
2022-01-06 00:00:00;Centro;mTa;Regiao sob influencia do escoamento marítimo vindo do Atlantico Sul, caracterizado por transporte de umidade e estabilidade térmica típica da massa Tropical Atlantica.;Verão;;;;;;;;;;;;;;;;
2022-01-06 00:00:00;Sul;mTa;A região delimitada encontra-se sob sobressalto do fluxo de leste/nordeste associado à circulação periférica da ASAS, evidenciando o predomínio da Massa Tropical Atlântica.;Verão;;;;;;;;;;;;;;;;
2022-01-07 00:00:00;Norte;mEc;A região delimitada encontra-se sobre a bacia amazônica, caracterizada por altas temperaturas e elevada umidade, evidenciando o domínio da Massa Equatorial Continental.;Verão;;;;;;;;;;;;;;;;
2022-01-07 00:00:00;Nordeste;mTa;Predominio da massa tropical atlantica na regiao nordeste, caracterizada por altas temperaturas e umidade significativa aportada pelos ventos de leste provenientes do oceano.;Verão;;;;;;;;;;;;;;;;
2022-01-07 00:00:00;Litoral;mTa;A área delimitada encontra-se sob influência do fluxo equatorial/tropical marítimo, caracterizado por ar quente e úmido, típico da circulação de leste do Atlântico Sul.;Verão;;;;;;;;;;;;;;;;
2022-01-07 00:00:00;Centro;mEc;Região central sob influência da massa de ar quente e úmida de origem amazônica, caracterizada por baixas pressões e convergência de umidade sobre o interior do continente.;Verão;;;;;;;;;;;;;;;;
2022-01-07 00:00:00;Sul;mPa;A região delimitada situa-se no setor pós-frontal, sob influência direta do escoamento de uma massa de ar frio e úmido característica da mPa, acompanhada de declínio de temperatura;Verão;;;;;;;;;;;;;;;;
2022-01-08 00:00:00;Norte;mEc;A região delimitada abrange a bacia amazônica e áreas continentais adjacentes, onde predomina uma massa de ar quente e úmida de origem continental, característica da mEc.;Verão;;;;;;;;;;;;;;;;
2022-01-08 00:00:00;Nordeste;mTa;Regiao sob predominio do fluxo de leste/sudeste associado a circulacao periferica da alta pressao do Atlantico Sul, caracterizando a atuacao da massa Tropical Atlantica.;Verão;;;;;;;;;;;;;;;;
2022-01-08 00:00:00;Litoral;mTa;A regiao delimitada encontra-se sob a influencia direta do fluxo zonal leste/nordeste da circulacao oceanica de alta pressao, caracterizando a predominancia da massa Tropical Atlan;Verão;;;;;;;;;;;;;;;;
2022-01-08 00:00:00;Centro;mTa;Regiao sob influencia do escoamento oceanico do anticiclone subtropical do Atlantico Sul, caracterizando a predominancia de ar quente e umido de origem maritima.;Verão;;;;;;;;;;;;;;;;
2022-01-08 00:00:00;Sul;mPa;A região delimitada encontra-se atrás de uma frente fria posicionada a norte, caracterizando a entrada e o domínio de massa polar atlântica (mPa) com temperaturas mais amenas.;Verão;;;;;;;;;;;;;;;;
2022-01-09 00:00:00;Norte;mEc;Regiao central e norte da Amazonia sob dominio da massa quente e umida de origem continental, caracterizada por estabilidade termica e alta umidade, sem influencia de sistemas fron;Verão;;;;;;;;;;;;;;;;
2022-01-09 00:00:00;Nordeste;mTa;A região demarcada apresenta predomínio de fluxo marítimo de base, associado às características de umidade e temperatura típicas da Massa Tropical Atlântica (mTa).;Verão;;;;;;;;;;;;;;;;
2022-01-09 00:00:00;Litoral;mTa;A região encontra-se sob influência do fluxo equatorial e persistente gradiente de pressão do oceano, caracterizando o domínio da massa Tropical Atlântica no litoral.;Verão;;;;;;;;;;;;;;;;
2022-01-09 00:00:00;Centro;mPa;Regiao sob incidencia de massa polar atlantica, caracterizada pelo avanco de frente fria pos-frontal sobre o Centro-Oeste brasileiro, evidenciada pela configuracao dos ventos.;Verão;;;;;;;;;;;;;;;;
2022-01-09 00:00:00;Sul;mPa;A região encontra-se retrograda ao sistema frontal, sob a advecção de ar frio e úmido característica da Massa Polar Atlântica, evidenciada pela configuração dos ventos e pressão.;Verão;;;;;;;;;;;;;;;;
2022-01-10 00:00:00;Norte;mEc;A região delimitada abrange a bacia amazônica e áreas continentais adjacentes, onde predomina uma massa de ar quente e úmida de origem continental, sem influência de outros sistema;Verão;;;;;;;;;;;;;;;;
2022-01-10 00:00:00;Nordeste;mTa;Predominância de escoamento marítimo quente e úmido sobre a região nordestina, sob influência do campo de alta pressão do Atlântico Sul, caracterizando a atuação da mTa.;Verão;;;;;;;;;;;;;;;;
2022-01-10 00:00:00;Litoral;mTa;A regiao delimitada esta sob influencia direta do fluxo da alta pressao do Atlantico, caracterizando a predominancia da massa Tropical Atlantica com predominio de umidade e calor.;Verão;;;;;;;;;;;;;;;;
2022-01-10 00:00:00;Centro;mTa;A região demarcada encontra-se sob influência predominante do fluxo de umidade oceânica tropical, característico do domínio da mTa, transportado no flanco da ASAS.;Verão;;;;;;;;;;;;;;;;
2022-01-10 00:00:00;Sul;mPa;A região delimitada encontra-se sob influência direta da massa de ar polar, evidenciada pelos gradientes de pressão e temperaturas mais amenas após a passagem de sistema frontal.;Verão;;;;;;;;;;;;;;;;
2022-01-11 00:00:00;Norte;mEc;Região central da Bacia Amazônica sob domínio característico da Massa Equatorial Continental, apresentando umidade elevada e estabilidade térmica típica da gênese continental.;Verão;;;;;;;;;;;;;;;;
2022-01-11 00:00:00;Nordeste;mTa;Predominancia da mTa sobre a regiao, caracterizada pelo fluxo de leste-nordeste proveniente da alta pressao subtropical do Atlantico, garantindo transporte de umidade e calor.;Verão;;;;;;;;;;;;;;;;
2022-01-11 00:00:00;Litoral;mTa;A regiao delimitada esta sob influencia direta do fluxo maritimo oriundo da ASAS, caracterizando o dominio da massa Tropical Atlantica quente e umida sobre o setor costeiro.;Verão;;;;;;;;;;;;;;;;
2022-01-11 00:00:00;Centro;mTc;A região apresenta baixos gradientes de pressão e características térmicas elevadas típicas do interior do continente, configurando a predominância da Massa Tropical Continental.;Verão;;;;;;;;;;;;;;;;
2022-01-11 00:00:00;Sul;mTa;A região encontra-se sob domínio da circulação marítima predominante, característica da massa tropical atlântica, garantindo o fluxo de umidade e calor na área delimitada.;Verão;;;;;;;;;;;;;;;;
2022-01-12 00:00:00;Norte;mEc;A região delimitada abrange a bacia amazônica, onde predomina a Massa Equatorial Continental, caracterizada por ser quente e úmida, típica da configuração sazonal de verão.;Verão;;;;;;;;;;;;;;;;
2022-01-12 00:00:00;Nordeste;mTa;Predominio da massa tropical atlantica na regiao nordeste, caracterizada por fluxos de leste-sudeste que transportam umidade do oceano para o continente sob regime de alta pressao.;Verão;;;;;;;;;;;;;;;;
2022-01-12 00:00:00;Litoral;mTa;A região delimitada encontra-se sob a influência direta do escoamento marítimo provindo do Atlântico Sul, caracterizando a predominância da Massa Tropical Atlântica (mTa).;Verão;;;;;;;;;;;;;;;;
2022-01-12 00:00:00;Centro;mEc;A região central encontra-se sob domínio da mEc, característica do verão, com transporte de umidade e nebulosidade vindo da bacia amazônica e ausência de sistemas frontais locais.;Verão;;;;;;;;;;;;;;;;
2022-01-12 00:00:00;Sul;mPa;A região delimitada encontra-se sob influência de massa de ar frio e úmido após a passagem de uma frente fria, caracterizada pela queda nas temperaturas e mudança na circulação.;Verão;;;;;;;;;;;;;;;;
2022-01-13 00:00:00;Norte;mEc;A região demarcada está inserida sobre a bacia amazônica e sob influência de baixas pressões relativas, caracterizando a atuação predominante da massa de ar Equatorial Continental.;Verão;;;;;;;;;;;;;;;;
2022-01-13 00:00:00;Nordeste;mTa;Regiao sob influencia predominante do fluxo de leste da alta pressao subtropical do Atlantico Sul, caracterizando a presenca de massa de ar tropical quente e umida.;Verão;;;;;;;;;;;;;;;;
2022-01-13 00:00:00;Litoral;mTa;Região situada sob o domínio periférico da Alta do Atlântico Sul, caracterizando a atuação da massa Tropical Atlântica com fluxo de umidade do oceano para o continente.;Verão;;;;;;;;;;;;;;;;
2022-01-13 00:00:00;Centro;mTc;A regiao delimitada esta sob influencia da Depressao do Chaco, caracterizada por altas temperaturas e baixa umidade relativa, tipicas da massa de ar Tropical Continental.;Verão;;;;;;;;;;;;;;;;
2022-01-13 00:00:00;Sul;mTa;Região sob influência da circulação anticiclônica oceânica, caracterizada por transporte de umidade e estabilidade térmica, predominando a massa Tropical Atlântica no setor.;Verão;;;;;;;;;;;;;;;;
2022-01-14 00:00:00;Norte;mEc;A regiao delimitada sobre a Amazonia apresenta características de estabilidade térmica e umidade elevada, típicas da massa Equatorial Continental, sem a influência de sistemas fron;Verão;;;;;;;;;;;;;;;;
2022-01-14 00:00:00;Nordeste;mTa;Predominância de escoamento vindo do Atlântico Tropical sobre a região Nordeste, caracterizando a atuação da massa de ar quente e úmida (mTa) sob influência do gradiente barométric;Verão;;;;;;;;;;;;;;;;
2022-01-14 00:00:00;Litoral;mTa;A área delimitada situa-se sob o fluxo do quadrante leste/sudeste, sob influência da circulação anticiclônica oceânica, caracterizando o predomínio da massa Tropical Atlântica.;Verão;;;;;;;;;;;;;;;;
2022-01-14 00:00:00;Centro;mTc;Regiao situada sobre o interior do continente, caracterizada por temperaturas elevadas e baixas pressões, sofrendo influencia direta da massa de ar Tropical Continental.;Verão;;;;;;;;;;;;;;;;
2022-01-14 00:00:00;Sul;mTa;A região demarcada apresenta domínio de um campo de alta pressão, característico de fluxo quente e úmido transportado pelo escoamento marítimo, configurando a atuação da mTa.;Verão;;;;;;;;;;;;;;;;
2022-01-15 00:00:00;Norte;mEc;Região situada sobre a bacia amazônica e áreas centrais do país, caracterizada por calor e elevada umidade, evidenciando o domínio da Massa Equatorial Continental durante o verão.;Verão;;;;;;;;;;;;;;;;
2022-01-15 00:00:00;Nordeste;mTa;A região do Nordeste delimitada encontra-se sob influência predominante do fluxo de leste da circulação marítima, caracterizando a atuação da massa de ar Tropical Atlântica.;Verão;;;;;;;;;;;;;;;;
2022-01-15 00:00:00;Litoral;mTa;Regiao sob clara influencia da circulacao de um sistema de alta pressao sobre o Oceano Atlantico, caracterizando o dominio da massa Tropical Atlantica no setor costeiro indicado.;Verão;;;;;;;;;;;;;;;;
2022-01-15 00:00:00;Centro;mEc;A região central do país é dominada pela massa de ar quente e úmida de origem continental, típica do verão, favorecendo o transporte de umidade da bacia amazônica para o interior.;Verão;;;;;;;;;;;;;;;;
2022-01-15 00:00:00;Sul;mTa;A região delimitada encontra-se sob domínio do escoamento marítimo associado à circulação anticiclônica do Atlântico Sul, configurando o predomínio da Massa Tropical Atlântica.;Verão;;;;;;;;;;;;;;;;
2022-01-16 00:00:00;Norte;mEc;A região delimitada abrange a bacia amazônica. A ausência de frentes frias e a localização continental caracterizam a predominância da Massa Equatorial Continental (mEc).;Verão;;;;;;;;;;;;;;;;
2022-01-16 00:00:00;Nordeste;mEa;Região sob influência direta do fluxo de leste marítimo, caracterizado pela massa de ar quente e úmida que ingressa no litoral setentrional e porções do interior do Nordeste.;Verão;;;;;;;;;;;;;;;;
2022-01-16 00:00:00;Litoral;mEa;A região sob análise está localizada na faixa litorânea do Nordeste brasileiro, área de atuação característica da Massa Equatorial Atlântica (mEa), que apresenta características qu;Verão;;;;;;;;;;;;;;;;
2022-01-16 00:00:00;Centro;mEc;Região sob influência da massa Equatorial Continental, caracterizada pela presença de umidade e temperaturas elevadas típicas do regime de monção amazônica no setor central do Bras;Verão;;;;;;;;;;;;;;;;
2022-01-16 00:00:00;Sul;mPa;A região delimitada encontra-se sob influência de um sistema frontal, com características de avanço de ar frio e úmido após a passagem da frente, configurando a massa de ar polar.;Verão;;;;;;;;;;;;;;;;
2022-01-17 00:00:00;Norte;mEc;Região central da Bacia Amazônica sob influência da massa Equatorial Continental, caracterizada por elevados índices de umidade e instabilidade térmica intrínseca a este setor cont;Verão;;;;;;;;;;;;;;;;
2022-01-17 00:00:00;Nordeste;mTa;A região do Nordeste delimitada encontra-se sob influência direta do escoamento marítimo vindo do Atlântico Sul, caracterizando a predominância da Massa Tropical Atlântica.;Verão;;;;;;;;;;;;;;;;
2022-01-17 00:00:00;Litoral;mTa;Regiao sob influencia do fluxo marítimo oriundo da alta subtropical do Atlantico Sul, caracterizando uma massa de ar quente e umida sobre o litoral leste brasileiro.;Verão;;;;;;;;;;;;;;;;
2022-01-17 00:00:00;Centro;mTa;Região sob influência da circulação da ASAS, apresentando temperaturas e umidade elevadas, características típicas da Massa Tropical Atlântica operando sobre o Brasil Central.;Verão;;;;;;;;;;;;;;;;
2022-01-17 00:00:00;Sul;mTa;A região encontra-se sob influência do fluxo quente e úmido de nordeste, característico da massa tropical atlântica, predominante na circulação periférica do sistema de alta pressã;Verão;;;;;;;;;;;;;;;;
2022-01-18 00:00:00;Norte;mEc;Regiao central e norte da Amazonia sob influencia da Massa Equatorial Continental, caracterizada por alto teor de umidade e instabilidade termodinamica tipica da bacia amazonica.;Verão;;;;;;;;;;;;;;;;
2022-01-18 00:00:00;Nordeste;mEa;A região delimitada no setor litorâneo e adjacência do Nordeste está sob influência direta do fluxo marítimo quente e úmido característico da Massa Equatorial Atlântica.;Verão;;;;;;;;;;;;;;;;
2022-01-18 00:00:00;Litoral;mTa;Regiao sob influencia do fluxo marítimo quente e úmido vindo do Atlântico Sul, caracterizando a predominancia da massa Tropical Atlantica no setor costeiro indicado.;Verão;;;;;;;;;;;;;;;;
2022-01-18 00:00:00;Centro;mTc;Região do interior do continente, caracterizada por temperaturas elevadas e baixa umidade relativa, típica da influência da massa quente e seca que atua no Centro-Oeste.;Verão;;;;;;;;;;;;;;;;
2022-01-18 00:00:00;Sul;mPa;A região delimitada encontra-se na retaguarda de um sistema frontal, sob a influência direta do avanço de uma massa de ar frio e úmido de origem polar.;Verão;;;;;;;;;;;;;;;;
2022-01-19 00:00:00;Norte;mEc;Regiao situada sobre a Bacia Amazonica, caracterizada por baixos gradientes de pressao e elevada umidade, indicando a predominancia da Massa Equatorial Continental.;Verão;;;;;;;;;;;;;;;;
2022-01-19 00:00:00;Nordeste;mTa;Predomínio de mTa na região, caracterizada por transporte de umidade do oceano para o continente sob influência da circulação anticiclônica do Atlântico Sul.;Verão;;;;;;;;;;;;;;;;
2022-01-19 00:00:00;Litoral;mTa;O setor delimitado encontra-se sob sob o domínio do escoamento de leste/sudeste associado ao escoamento periférico da alta pressão oceânica, caracterizando a atuação da mTa.;Verão;;;;;;;;;;;;;;;;
2022-01-19 00:00:00;Centro;mEc;Região central sob influência da massa Equatorial Continental, caracterizada por altas temperaturas e elevada umidade, típica da circulação equatorial durante o verão.;Verão;;;;;;;;;;;;;;;;
2022-01-19 00:00:00;Sul;mPa;A região demarcada apresenta o avanço de uma massa de ar frio e úmido após a passagem de uma frente fria, caracterizando o domínio da mPa no setor.;Verão;;;;;;;;;;;;;;;;
2022-01-20 00:00:00;Norte;mEc;A região amazônica, delimitada na carta, encontra-se sob o domínio da Massa Equatorial Continental, que apresenta características de alta umidade e temperaturas elevadas.;Verão;;;;;;;;;;;;;;;;
2022-01-20 00:00:00;Nordeste;mTa;A região delimitada está sob forte influência do escoamento marítimo tropical, característico do transporte de umidade da circulação periférica do sistema de alta pressão oceânico.;Verão;;;;;;;;;;;;;;;;
2022-01-20 00:00:00;Litoral;mEa;A região delimitada no litoral norte/nordeste encontra-se sob influência da Massa Equatorial Atlântica, caracterizada pelo fluxo quente e úmido predominante na área.;Verão;;;;;;;;;;;;;;;;
2022-01-20 00:00:00;Centro;mTa;A região encontra-se sob influência do fluxo zonal marítimo da alta pressão, caracterizando o domínio da massa Tropical Atlântica com transporte de umidade e características térmic;Verão;;;;;;;;;;;;;;;;
2022-01-20 00:00:00;Sul;mPa;A região encontra-se sob influência do escoamento pós-frontal, com advecção de ventos do quadrante sul que caracterizam o domínio da massa de ar Polar Atlântica.;Verão;;;;;;;;;;;;;;;;
2022-01-21 00:00:00;Norte;mEc;Regiao posicionada sobre a bacia Amazonica com ausencia de incursões frontais, caracterizada pela predominancia da massa de ar quente e umida de origem continental.;Verão;;;;;;;;;;;;;;;;
2022-01-21 00:00:00;Nordeste;mTa;A regiao eh dominada pelo fluxo de leste/sudeste proveniente do Atlantico Sul, caracterizando a atuacao predominante da Massa Tropical Atlantica, quente e umida sobre o setor.;Verão;;;;;;;;;;;;;;;;
2022-01-21 00:00:00;Litoral;mTa;A região delimitada está sob a influência do fluxo marítimo da alta pressão do Atlântico, transportando ar quente e úmido para o litoral.;Verão;;;;;;;;;;;;;;;;
2022-01-21 00:00:00;Centro;mTa;Região central sob influência da circulação da alta pressão do Atlântico, caracterizada por transporte de umidade oceânica para o interior, configurando o domínio da mTa.;Verão;;;;;;;;;;;;;;;;
2022-01-21 00:00:00;Sul;mTa;Região sob influência direta do fluxo de circulação marítima da alta pressão do Atlântico, caracterizando o domínio da massa tropical atlântica quente e úmida sobre o setor.;Verão;;;;;;;;;;;;;;;;
2022-01-22 00:00:00;Norte;mEc;Região central da Bacia Amazônica sob domínio da Massa Equatorial Continental, caracterizada por elevados índices de umidade e calor, típicos da circulação continental equatorial.;Verão;;;;;;;;;;;;;;;;
2022-01-22 00:00:00;Nordeste;mTa;A região delimitada está sob forte influência marítima do Atlântico Sul, caracterizando a prevalência de ar quente e úmido tipicamente associado à Massa Tropical Atlântica.;Verão;;;;;;;;;;;;;;;;
2022-01-22 00:00:00;Litoral;mTa;Região sob influência direta do escoamento marítimo de leste, característico da massa tropical atlântica, garantindo umidade e temperaturas elevadas ao longo do litoral nordeste.;Verão;;;;;;;;;;;;;;;;
2022-01-22 00:00:00;Centro;mEc;Região central sob influência da Massa Equatorial Continental, caracterizada por elevados teores de umidade e temperaturas tropicais, mantendo-se ao norte do sistema frontal.;Verão;;;;;;;;;;;;;;;;
2022-01-22 00:00:00;Sul;mPa;A região delimitada encontra-se sob a influência direta do avanço de uma massa de ar pós-frontal, apresentando as características térmicas e de estabilidade típicas da mPa.;Verão;;;;;;;;;;;;;;;;
2022-01-23 00:00:00;Norte;mEc;A região delimitada abrange a bacia amazônica e áreas continentais adjacentes, onde a massa de ar quente e úmida de origem continental predomina sem influência de sistemas frontais;Verão;;;;;;;;;;;;;;;;
2022-01-23 00:00:00;Nordeste;mTa;A região do Nordeste delimitada encontra-se sob influência do escoamento marítimo associado ao sistema de alta pressão no oceano, determinando a predominância da Massa Tropical Atl;Verão;;;;;;;;;;;;;;;;
2022-01-23 00:00:00;Litoral;mEa;A região delimitada no litoral nordeste encontra-se sob o fluxo marítimo característico da Massa Equatorial Atlântica, mantendo condições térmicas elevadas e umidade constante.;Verão;;;;;;;;;;;;;;;;
2022-01-23 00:00:00;Centro;mEc;A região delimitada localiza-se sobre o interior do continente, sob influência de ar quente e úmido de origem amazônica, caracterizando a predominância da Massa Equatorial Continen;Verão;;;;;;;;;;;;;;;;
2022-01-23 00:00:00;Sul;mPa;A região encontra-se submetida ao fluxo pós-frontal de um sistema que avança sobre o Sul do Brasil, caracterizando o aporte de uma massa de ar frio e úmido de origem polar.;Verão;;;;;;;;;;;;;;;;
2022-01-24 00:00:00;Norte;mEc;A regiao delimitada esta sob influencia da Massa Equatorial Continental, caracterizada por condicoes de calor e alta umidade sobre a bacia amazonica, sem a presenca de sistemas fro;Verão;;;;;;;;;;;;;;;;
2022-01-24 00:00:00;Nordeste;mTa;Na regiao indicada, observa-se o predominio do escoamento de leste vindo do oceano, caracterizando a influencia da massa de ar tropical atlantica em toda a faixa costeira e interio;Verão;;;;;;;;;;;;;;;;
2022-01-24 00:00:00;Litoral;mEa;A região delimitada no setor litorâneo do Nordeste brasileiro está sob influência direta da Massa Equatorial Atlântica, caracterizada pelo fluxo quente e úmido de leste/nordeste.;Verão;;;;;;;;;;;;;;;;
2022-01-24 00:00:00;Centro;mTa;Região sob influência da circulação da ASAS, apresentando características de massa quente e úmida típica da massa Tropical Atlântica predominante no centro-leste do Brasil.;Verão;;;;;;;;;;;;;;;;
2022-01-24 00:00:00;Sul;mPa;A região do retângulo encontra-se atrás de um sistema frontal com predominância de ventos do quadrante sul, caracterizando o avanço e sobriedade da massa de ar polar.;Verão;;;;;;;;;;;;;;;;
2022-01-25 00:00:00;Norte;mEc;Região localizada sobre a Bacia Amazônica, apresentando características de ar quente e úmido típicas da Massa Equatorial Continental, sem influência de sistemas frontais.;Verão;;;;;;;;;;;;;;;;
2022-01-25 00:00:00;Nordeste;mTa;A região encontra-se sob influência do fluxo marítimo dos ventos de leste provenientes do Atlântico Sul, caracterizando a predominância da Massa Tropical Atlântica (mTa).;Verão;;;;;;;;;;;;;;;;
2022-01-25 00:00:00;Litoral;mTa;Predominancia de fluxos maritimos quentes e umidos sob influencia direta do campo de alta pressao no Atlantico Sul, caracterizando a circulacao da Massa Tropical Atlantica.;Verão;;;;;;;;;;;;;;;;
2022-01-25 00:00:00;Centro;mEc;Região central sob influência da Massa Equatorial Continental, caracterizada por temperaturas elevadas e alta umidade, predominante na área sem a incursão de sistemas polares.;Verão;;;;;;;;;;;;;;;;
2022-01-25 00:00:00;Sul;mTa;A região delimitada está sob forte influência do fluxo marítimo da alta pressão do Atlântico, caracterizando o predomínio de ar quente e úmido com estabilidade atmosférica.;Verão;;;;;;;;;;;;;;;;
2022-01-26 00:00:00;Norte;mEc;Região central da Bacia Amazônica sob domínio de massa de ar quente e úmida de origem continental, sem influência de sistemas frontais, caracterizando a mEc nesta época do ano.;Verão;;;;;;;;;;;;;;;;
2022-01-26 00:00:00;Nordeste;mTa;A região é dominada pelo fluxo de leste e sudeste associado ao escoamento da alta pressão subtropical do Atlântico Sul, caracterizando a predominância da massa Tropical Atlântica.;Verão;;;;;;;;;;;;;;;;
2022-01-26 00:00:00;Litoral;mTa;A região delimitada está sob forte influência do fluxo zonal marítimo de leste/sudeste associado à circulação anticiclônica oceânica, caracterizando a predominância da mTa.;Verão;;;;;;;;;;;;;;;;
2022-01-26 00:00:00;Centro;mTa;Regiao sob influencia do escoamento zonal e meridional de leste/nordeste proveniente do Atlantico Sul, caracterizando a predominancia da massa de ar tropical quente e umida.;Verão;;;;;;;;;;;;;;;;
