DATA CARTA;REGIÃO;MASSA DE AR;DESCRIÇÃO;;;;;;;;;;;;;;;;;
2025-01-17 00:00:00;Nordeste;mTa;Predominância de escoamento marítimo associado ao fluxo da alta subtropical, transportando umidade e mantendo características térmicas tropicais sobre a região delimitada.;Verão;;;;;;;;;;;;;;;;
2025-01-17 00:00:00;Litoral;mTa;A regiao delimitada esta sob influencia direta do fluxo maritimo oriundo do Anticiclone subtropical, caracterizando o dominio da Massa Tropical Atlantica (mTa) no litoral leste/nor;Verão;;;;;;;;;;;;;;;;
2025-01-17 00:00:00;Centro;mTa;Região sob influência da circulação do Atlântico Tropical, caracterizando uma massa de ar quente e úmida que domina o setor central do Brasil conforme o campo de pressão atual.;Verão;;;;;;;;;;;;;;;;
2025-01-17 00:00:00;Sul;mTa;A regiao delimitada encontra-se sob a influência direta do escoamento marítimo, caracterizando o domínio da massa tropical atlântica, com umidade e temperaturas elevadas.;Verão;;;;;;;;;;;;;;;;
2025-01-18 00:00:00;Norte;mEc;A região destacada sobre a bacia amazônica está sob influência direta da massa equatorial continental, caracterizada por índices térmicos elevados e alta umidade atmosférica.;Verão;;;;;;;;;;;;;;;;
2025-01-18 00:00:00;Nordeste;mTa;A região delimitada está sob forte influência do fluxo marítimo da massa Tropical Atlântica, caracterizada pelo transporte de umidade e estabilidade térmica típica da costa leste.;Verão;;;;;;;;;;;;;;;;
2025-01-18 00:00:00;Litoral;mTa;Predominio de umidade e calor caracteristicos da massa tropical, sob influencia da circulacao do anticiclone subtropical sobre o Atlantico Sul na costa leste brasileira.;Verão;;;;;;;;;;;;;;;;
2025-01-18 00:00:00;Centro;mTa;Regiao sob influencia do escoamento maritimo da alta subtropical, caracterizada por temperaturas e umidade elevadas, tipicas da massa Tropical Atlantica no Centro-Sul do pais.;Verão;;;;;;;;;;;;;;;;
2025-01-18 00:00:00;Sul;mPa;A região delimitada encontra-se sob a influência direta do avanço da massa de ar polar, posicionada na retaguarda da frente fria que atua sobre o Sudeste brasileiro.;Verão;;;;;;;;;;;;;;;;
2025-01-19 00:00:00;Norte;mEc;Região sob influência direta da Massa Equatorial Continental, caracterizada por permanência sobre o setor norte da bacia amazônica e condições de calor e umidade típicas do verão.;Verão;;;;;;;;;;;;;;;;
2025-01-19 00:00:00;Nordeste;mTa;Predominância de ar quente e úmido transportado pelos ventos alísios oceânicos, característicos da circulação periférica do sistema de alta pressão sobre o Atlântico Sul.;Verão;;;;;;;;;;;;;;;;
2025-01-19 00:00:00;Litoral;mTa;Predominância de fluxo marítimo sob influência do sistema de alta pressão do Atlântico Sul, caracterizando ar quente e úmido no setor litorâneo especificado.;Verão;;;;;;;;;;;;;;;;
2025-01-19 00:00:00;Centro;mTc;Região sob influência de ar quente e seco típico da Depressão do Chaco, mantendo estabilidade atmosférica e elevadas temperaturas no interior do continente.;Verão;;;;;;;;;;;;;;;;
2025-01-19 00:00:00;Sul;mPa;A região delimitada situa-se sob influência da massa logo após a passagem de uma frente fria, caracterizada pela incursão de ar mais frio e denso sobre o setor.;Verão;;;;;;;;;;;;;;;;
2025-01-20 00:00:00;Norte;mEc;Regiao central e norte da Amazonia sob influencia da Massa Equatorial Continental, caracterizada por alto teor de umidade e instabilidade termodinamica tipica do verao amazonico.;Verão;;;;;;;;;;;;;;;;
2025-01-20 00:00:00;Nordeste;mTa;Predominio da massa Tropical Atlantica, caracterizada por fluxos de leste e ventos aliseos que sustentam condicoes quentes e umidas na regiao costeira e interior do Nordeste.;Verão;;;;;;;;;;;;;;;;
2025-01-20 00:00:00;Litoral;mTa;A regiao delimitada esta sob influencia direta do fluxo marítimo da alta subtropical, caracterizando a predominancia da massa Tropical Atlantica, quente e umida.;Verão;;;;;;;;;;;;;;;;
2025-01-20 00:00:00;Centro;mTa;A região central encontra-se sob influência de um fluxo quente e úmido de origem oceânica, característico da mTa, que predomina sobre o interior do Brasil central.;Verão;;;;;;;;;;;;;;;;
2025-01-20 00:00:00;Sul;mTa;A região delimitada encontra-se sob influência da circulação da ASAS, caracterizando o predomínio de ar quente e úmido transportado do oceano para o continente, tipicamente mTa.;Verão;;;;;;;;;;;;;;;;
2025-01-21 00:00:00;Norte;mEc;Regiao central e norte da Amazonia, caracterizada por alta umidade e temperaturas elevadas, mantendo as caracteristicas proprias da massa Equatorial Continental.;Verão;;;;;;;;;;;;;;;;
2025-01-21 00:00:00;Nordeste;mTa;Predominio da massa tropical atlantica na regiao nordeste, favorecida pelo fluxo de leste impulsionado pelo sistema de alta pressao sobre o oceano adjacente.;Verão;;;;;;;;;;;;;;;;
2025-01-21 00:00:00;Litoral;mEa;A região delimitada no litoral norte/nordeste encontra-se sob influência da Massa Equatorial Atlântica, caracterizada pelo seu transporte de umidade em baixas latitudes.;Verão;;;;;;;;;;;;;;;;
2025-01-21 00:00:00;Centro;mTa;A região central encontra-se sob o fluxo do escoamento marítimo oriundo da borda do sistema de alta pressão, caracterizando o predomínio da Massa Tropical Atlântica (mTa).;Verão;;;;;;;;;;;;;;;;
2025-01-21 00:00:00;Sul;mTa;Na região delimitada, observa-se o domínio da circulação marítima sob influência da Alta Subtropical, caracterizando a atuação da massa de ar Tropical Atlântica com fluxo zonal.;Verão;;;;;;;;;;;;;;;;
2025-01-22 00:00:00;Norte;mEc;A região delimitada compreende a bacia Amazônica, onde predomina a Massa Equatorial Continental, caracterizada por alta umidade e temperaturas elevadas típicas do verão continental;Verão;;;;;;;;;;;;;;;;
2025-01-22 00:00:00;Nordeste;mTa;A área é dominada pelo escoamento de leste vindo do Atlântico Tropical, caracterizando a atuação da mTa sobre a região Nordeste sob influência do gradiente de pressão regional.;Verão;;;;;;;;;;;;;;;;
2025-01-22 00:00:00;Litoral;mTa;Predominancia da Massa Tropical Atlantica no setor, caracterizada pela estabilidade e fluxo de leste associado ao escoamento da alta pressao sobre o Atlantico Sul.;Verão;;;;;;;;;;;;;;;;
2025-01-22 00:00:00;Centro;mEc;Região sob influência direta da massa equatorial continental, caracterizada por alto teor de umidade e temperaturas elevadas típicas do interior do continente no verão.;Verão;;;;;;;;;;;;;;;;
2025-01-22 00:00:00;Sul;mTa;A região encontra-se sob influência da circulação da ASAS, apresentando características de temperatura e umidade típicas do fluxo marítimo tropical que atua sobre o Sudeste.;Verão;;;;;;;;;;;;;;;;
2025-01-23 00:00:00;Norte;mEc;Região central dos estados do Amazonas e Pará sob influência da massa Equatorial Continental, caracterizada por ar quente e alta umidade, refletindo as condições sazonais amazônica;Verão;;;;;;;;;;;;;;;;
2025-01-23 00:00:00;Nordeste;mTa;Regiao sob predominio da circulacao de leste/sudeste, com caracteristicas de ar quente e umido proveniente do oceano, caracterizando a atuacao da massa Tropical Atlantica.;Verão;;;;;;;;;;;;;;;;
2025-01-23 00:00:00;Litoral;mTa;Regiao sob influencia do escoamento marítimo em borda de sistema de alta pressao, caracterizando transporte de umidade e estabilidade tipicos da massa Tropical Atlantica.;Verão;;;;;;;;;;;;;;;;
2025-01-23 00:00:00;Centro;mEc;Regiao central do continente sob influencia da subsidencia termica e umidade residual da bacia amazonica, configurando condicoes tipicas de massa equatorial continental.;Verão;;;;;;;;;;;;;;;;
2025-01-23 00:00:00;Sul;mPa;A região delimitada encontra-se atrás de um sistema frontal, sob a influência direta de ar mais frio e denso que ingressou no continente, caracterizando o domínio da massa polar.;Verão;;;;;;;;;;;;;;;;
2025-01-24 00:00:00;Norte;mEc;Regiao central e norte do Brasil sob influencia da Massa Equatorial Continental, caracterizada por alta umidade e temperaturas elevadas típicas do centro da bacia amazonica.;Verão;;;;;;;;;;;;;;;;
2025-01-24 00:00:00;Nordeste;mTa;Predomínio de fluxo marítimo sob influência do escoamento de leste do Atlântico Tropical, caracterizando a atuação da massa Tropical Atlântica sobre a região delimitada.;Verão;;;;;;;;;;;;;;;;
2025-01-24 00:00:00;Litoral;mTa;A regiao delimitada esta sob influencia direta do escoamento maritimo predominante do quadrante leste, caracteristico da Massa Tropical Atlantica, mantendo estabilidade termica.;Verão;;;;;;;;;;;;;;;;
2025-01-24 00:00:00;Centro;mTa;Regiao central sob influencia do escoamento de umidade do oceano associado a ASAS, caracterizando a predominancia de caracteristicas quentes e umidas tipicas da massa Tropical Atla;Verão;;;;;;;;;;;;;;;;
2025-01-24 00:00:00;Sul;mTa;A região delimitada está sob a influência do fluxo marítimo da alta pressão do Atlântico, configurando o predomínio da massa Tropical Atlântica (mTa), quente e úmida.;Verão;;;;;;;;;;;;;;;;
2025-01-25 00:00:00;Norte;mEc;Regiao central e norte da Amazonia sob influencia da massa de ar quente e umida de origem continental, mantendo caracteristicas de alta umidade e temperaturas elevadas na regiao.;Verão;;;;;;;;;;;;;;;;
2025-01-25 00:00:00;Nordeste;mTa;Predominancia da Massa Tropical Atlantica devido ao fluxo de leste/sudeste associado a ASAS, mantendo o transporte de umidade e estabilidade sobre o setor delimitado do Nordeste.;Verão;;;;;;;;;;;;;;;;
2025-01-25 00:00:00;Litoral;mTa;A região do retângulo litorâneo encontra-se sob influência da circulação marítima característica da massa Tropical Atlântica, mantendo condições quentes e úmidas no setor.;Verão;;;;;;;;;;;;;;;;
2025-01-25 00:00:00;Centro;mTa;A região apresenta o predomínio de escoamento vindo do oceano, característico da atuação da massa de ar Tropical Atlântica sobre o setor central.;Verão;;;;;;;;;;;;;;;;
2025-01-25 00:00:00;Sul;mTa;A região encontra-se sob influência de um gradiente de pressão característico da circulação oceânica, predominando ar quente e úmido com característica tropical atlântica.;Verão;;;;;;;;;;;;;;;;
2025-01-26 00:00:00;Norte;mEc;A região demarcada encontra-se sobre a bacia amazônica, caracterizada pela predominância da Massa Equatorial Continental, que apresenta elevados teores de umidade e calor latente.;Verão;;;;;;;;;;;;;;;;
2025-01-26 00:00:00;Nordeste;mTa;Predominio da massa Tropical Atlantica, caracterizada por transporte de umidade do oceano para o interior do Nordeste sob regime de ventos de leste influenciando a regiao costeira.;Verão;;;;;;;;;;;;;;;;
2025-01-26 00:00:00;Litoral;mEa;Região delimitada sob influência da massa Equatorial Atlântica, caracterizada pelo transporte de umidade em baixos níveis sobre o setor costeiro do Nordeste brasileiro.;Verão;;;;;;;;;;;;;;;;
2025-01-26 00:00:00;Centro;mTa;Região sob influência da circulação anticiclônica do Atlântico Sul, caracterizada por transporte de umidade oceânica para o interior do continente, mantendo características de mTa.;Verão;;;;;;;;;;;;;;;;
